A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs,policy
1514835.4889859173,0,0.0014019655315018892,75238016.80112556,0,0.09002708704813031,847351057.5256407,0,1.8353009790659285,0.0,0,0.0,755690522.3483958,0,0.7991403830342841,0.0,0.0,policy 0
2611496009.132322,0,1.9091500179600778,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
141058114.4525352,0,0.10355033437822815,89910327.34286436,0,0.08744987745336597,42783064.096804895,0,0.08049768638366822,2220199.865688239,0,0.0011749183624152146,0.0,0,0.0,0.0,0.0,policy 0
27765072.23963298,0,0.02536668366968228,3800284.5243755425,0,0.004808289790669844,144550093.37443453,0,0.32789606802483895,23738633.19954858,0,0.0138523972339098,0.0,0,0.0,0.0,0.0,policy 0
2894447649.828347,0,1.640877047682992,13227780.36885689,0,0.010357809858575876,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,53626889.294236325,0,0.04470653341189394,2073988710.5397322,0,3.030084890577455,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
1569998516.8900485,0,1.1734856683733776,8487582.790182639,0,0.009192280413363122,0.0,0,0.0,21053737.122774832,0,0.011453283815900937,0.0,0,0.0,0.0,0.0,policy 0
2848293360.411881,0,1.9459186458483457,88105328.31780003,0,0.08421419837409919,477813073.47671986,0,0.856059020196869,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
1887871.7844868344,0,0.0013929902086344907,26431128.251755834,0,0.026179219812412405,50229603.55863269,0,0.09297655664224973,77437785.83102027,0,0.036730814246803356,0.0,0,0.0,0.0,0.0,policy 0
2842585344.49427,0,1.941016476791063,153140858.07543984,0,0.14268077929784667,1599290375.800318,0,2.7314905594784795,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
2715154277.235466,0,1.957699066674972,0.0,0,0.0,0.0,0,0.0,8088553.322180439,0,0.003957808274006212,0.0,0,0.0,0.0,0.0,policy 0
3259735612.7967463,0,1.9109003048835371,102384744.44275786,0,0.08433208080528892,0.0,0,0.0,94880751.1396549,0,0.03470980631435282,0.0,0,0.0,0.0,0.0,policy 0
17461667.71700934,0,0.01357008730120195,89934961.40976912,0,0.09067369786949293,38912896.50254248,0,0.07518298962843883,19030581.111201864,0,0.010228636281759802,139040727.99455655,0,0.13416420739592488,0.0,0.0,policy 0
87871624.13675311,0,0.06698062787952264,24802194.401800368,0,0.025552093317133213,82707673.96972193,0,0.15957691899168602,160061900.50370413,0,0.07375569933793998,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,735339311.8200343,0,0.5220377268213586,100463511.57763058,0,0.1412479596677137,3757716.6673872294,0,0.0013839815602542207,0.0,0,0.0,0.0,0.0,policy 0
353717399.3250871,0,0.213213570268172,29655257.36750197,0,0.02401065131616599,0.0,0,0.0,62671436.07086688,0,0.024906354117343384,261096386.3746871,0,0.19899317253916526,0.0,0.0,policy 0
90259185.08995497,0,0.06767695807412147,311463093.2773737,0,0.29349152334084516,49100816.153639704,0,0.08884541499444168,113369486.471881,0,0.05092236511649825,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,109491379.3330365,0,0.08822781584458439,2440863968.088339,0,3.4947465813843674,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,30207351.489155896,0,0.026273785225726504,57316914.08484396,0,0.09303369608691206,29306856.643340945,0,0.013524042642384722,983583877.1302159,0,0.7593606168313983,0.0,0.0,policy 0
2642612374.043724,0,1.9378485827296177,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,252896221.74075,0,0.28704753609229094,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,265279417.940659,0,0.29232003666328044,40127968.55941069,0,0.08739954419372738,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
19701160.90951024,0,0.01285807824284512,42589062.49374094,0,0.03677766098893524,1190569826.0649898,0,1.8307485690471825,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
2102800877.7840886,0,1.9014055334741806,0.0,0,0.0,0.0,0,0.0,4856642.313336246,0,0.0027969144103443763,0.0,0,0.0,0.0,0.0,policy 0
150152207.47202095,0,0.09424477301054704,16253007.960838865,0,0.013968206649492224,0.0,0,0.0,172702644.46768698,0,0.06393930364638806,0.0,0,0.0,0.0,0.0,policy 0
37569640.47899715,0,0.03230565886825905,141959808.97490755,0,0.15593504287747,1769746463.7372496,0,3.5124741802992387,0.0,0,0.0,202131668.69552827,0,0.20730101429803427,0.0,0.0,policy 0
2772128768.1049767,0,1.923718495362479,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
32639750.904070675,0,0.026013926656136915,24168381.544120975,0,0.025986618202622228,66867856.0537949,0,0.13364365906231906,152373859.06084737,0,0.06781040767578589,0.0,0,0.0,0.0,0.0,policy 0
62006735.63619165,0,0.06613179798766688,63492999.94021456,0,0.08883336622347718,6211123.735434062,0,0.016687032902748297,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
782261660.9781282,0,0.781005529982357,108876877.12402588,0,0.1455340048270416,905873997.0947523,0,2.2606891102733586,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
2984701342.8017206,0,1.9297100393284758,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
60331045.5297641,0,0.03862473591326944,684248035.2658641,0,0.532998671522295,201458188.09882993,0,0.31380328510682687,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
286848168.45246196,0,0.2089065898226448,0.0,0,0.0,2017863063.5093784,0,3.506417069023015,0.0,0,0.0,66510303.56328686,0,0.06019536240914462,0.0,0.0,policy 0
2099751672.0018816,0,1.649167145856865,313540300.0588503,0,0.3152813596384789,0.0,0,0.0,2747244.4106205394,0,0.0013713346065099405,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,96082776.81389642,0,0.08973341479894834,443974537.6071944,0,0.768369774598003,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,580866940.1736727,0,0.5721556414665356,0.0,0,0.0,3030172.071153143,0,0.001478285800757241,0.0,0,0.0,0.0,0.0,policy 0
3305912342.5441504,0,1.908083766429194,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
2536262665.0505867,0,1.6554142301009622,4486895.820905291,0,0.00411790036716353,176057798.65046313,0,0.30292218863032366,0.0,0,0.0,120070425.43346754,0,0.10344044147026663,0.0,0.0,policy 0
1535182494.6388245,0,1.1467598202580085,865134400.2434119,0,0.8056688380859947,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
44789600.36515944,0,0.03192845006496671,4866171.866451405,0,0.004817462285300458,51182217.717281714,0,0.09269681292273416,50034258.65989033,0,0.023798948532605654,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,28041956.921814643,0,0.025741896204870066,53503924.50099664,0,0.09218199941135857,44004177.265698895,0,0.019739492946891618,39375866.98401408,0,0.03287615816810698,0.0,0.0,policy 0
2799404717.608187,0,1.94756676375476,11289125.550801598,0,0.01145803671208891,585003649.9012495,0,1.0667140607553742,31786953.8707183,0,0.014176376114881083,0.0,0,0.0,0.0,0.0,policy 0
2501694885.753627,0,1.9524382203729673,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
14402699.981363468,0,0.013294602607120934,75247019.89753348,0,0.09004832878002231,31996535.60904558,0,0.07286070061630405,0.0,0,0.0,882570896.3186212,0,0.9555037186286002,0.0,0.0,policy 0
19734303.12753012,0,0.01288315106579294,105241672.34665957,0,0.08887225016963526,54070394.72987013,0,0.08608849991070622,130730143.97166456,0,0.05049344186560835,0.0,0,0.0,0.0,0.0,policy 0
3643365386.0101147,0,1.934573987921389,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
157986781.59325683,0,0.1050977919065246,99715567.86105405,0,0.08790206966796943,947491.9280434112,0,0.0015951447272441947,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
2501117677.491631,0,1.9518727144469596,91933253.36134453,0,0.08997317133590498,104051022.62365642,0,0.19928804731042538,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,10308943.873451158,0,0.012565283840135041,72628510.8844295,0,0.16221330644659732,0.0,0,0.0,162199190.38856304,0,0.1811051604340287,0.0,0.0,policy 0
692275252.9442819,0,0.5298394436014773,462005037.14254826,0,0.4511565378297471,0.0,0,0.0,11260312.798593286,0,0.005536445251958495,0.0,0,0.0,0.0,0.0,policy 0
27451115.14460385,0,0.02503227546050911,20937857.572838545,0,0.025819164134717278,18469137.30148965,0,0.04272396163486543,1074377.0680728832,0,0.0007548133431689088,38752631.98440903,0,0.04479701805620861,0.0,0.0,policy 0
2637882974.6877136,0,1.9334855081754911,0.0,0,0.0,0.0,0,0.0,5679904.464562254,0,0.0030921927837441183,408574598.07145494,0,0.3887063271492092,0.0,0.0,policy 0
99902758.15444516,0,0.06772330914916425,101155227.25635721,0,0.09043429228047432,8247399.811612388,0,0.0139259689858404,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
2454125195.3550153,0,1.9058167463945965,0.0,0,0.0,759144.2264434105,0,0.0016293462727413016,1012573.2681269632,0,0.000619151245712565,18843514.820158694,0,0.02037059345854872,0.0,0.0,policy 0
2947028466.4832864,0,1.8990564411763966,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
2770155009.459174,0,1.9219930277226334,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
85711997.19248171,0,0.06504922344179223,424227786.0594609,0,0.39820324777906024,1951971164.5152705,0,3.4252447188176847,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
3094999004.0270305,0,1.902633747638211,0.0,0,0.0,958396.5062411346,0,0.001628546816225259,2455628.9372778097,0,0.0011282562479040341,9182614.394889444,0,0.007868759870629856,0.0,0.0,policy 0
105347727.80710658,0,0.08861323334055998,838844252.2297677,0,0.8390646586264255,412893376.1534583,0,0.8389858310014967,26061479.322993822,0,0.012825187459822165,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,79895803.16545755,0,0.08997392274735602,676470813.3437898,0,1.3927318591594053,12857657.850130368,0,0.0068790485391613965,0.0,0,0.0,0.0,0.0,policy 0
318781545.03852826,0,0.21007475149307547,504556.05391496106,0,0.000457606750890434,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
104297177.46163619,0,0.06395851750532036,1166254911.8867915,0,0.8448315778310203,8627117.822287038,0,0.012229340929545354,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
3135563957.431739,0,1.9341122854481216,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,25020079.439435244,0,0.02598372497435625,47520511.2816336,0,0.0922345455176178,88637884.73882326,0,0.043578531649900124,0.0,0,0.0,0.0,0.0,policy 0
13241955.409758374,0,0.013422027474715296,68683560.46984757,0,0.0902314546094686,104448076.149849,0,0.25866918125065774,45480201.10411832,0,0.029191491069163907,23802960.0514153,0,0.029454588714856303,0.0,0.0,policy 0
0.0,0,0.0,173493405.2670161,0,0.1779450981170165,0.0,0,0.0,0.0,0,0.0,16364915.57471218,0,0.01641195016027512,0.0,0.0,policy 0
1318724468.0285473,0,1.134842529558076,0.0,0,0.0,0.0,0,0.0,79236690.14368795,0,0.036427017068731,0.0,0,0.0,0.0,0.0,policy 0
2212792741.865509,0,1.6320893215814358,0.0,0,0.0,1791033209.435279,0,3.257460784176251,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,217962741.07576963,0,0.23444195428645984,0.0,0,0.0,88729541.51962352,0,0.04296430187956984,67360388.28930357,0,0.06921239755569328,0.0,0.0,policy 0
18530739.69918252,0,0.013383932695796182,96402776.83740848,0,0.09032364408677383,181956693.2132095,0,0.31842982296039757,137133430.0484067,0,0.05915598547936464,0.0,0,0.0,0.0,0.0,policy 0
13313816.675656628,0,0.013505970715620205,19313674.213530194,0,0.026393138324981382,132874041.5937815,0,0.33271024436069424,0.0,0,0.0,123185980.69675642,0,0.15443639302686477,0.0,0.0,policy 0
65238477.19903387,0,0.06460196573336034,0.0,0,0.0,62760064.72856288,0,0.15704817374234936,13277556.548620988,0,0.009237742568461497,0.0,0,0.0,0.0,0.0,policy 0
75503537.1112546,0,0.06410568869270417,18101441.99203449,0,0.020783149693609893,54639880.93455832,0,0.1175041475845113,53254513.18187317,0,0.02977284233236011,100382659.28120913,0,0.1051723625714668,0.0,0.0,policy 0
2988166702.8390512,0,1.9325309877403907,0.0,0,0.0,0.0,0,0.0,89915587.8024648,0,0.0246828198124595,0.0,0,0.0,0.0,0.0,policy 0
12747648.7023372,0,0.012844613390739688,725871597.8862691,0,0.8494740642291431,0.0,0,0.0,10961220.151236407,0,0.006650822169257127,636316774.5920856,0,0.698548344115498,0.0,0.0,policy 0
3607929212.308728,0,1.9109003048835371,0.0,0,0.0,0.0,0,0.0,9164062.932628004,0,0.00317444492567547,20423119.775571562,0,0.014030258993071334,0.0,0.0,policy 0
258875250.33812857,0,0.21653009483143346,189664290.04595846,0,0.2061546047531335,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
2634851174.0961194,0,1.9400370437485024,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
138330264.02008075,0,0.11017932812279581,289537945.50358,0,0.29274401841362474,1886753616.94692,0,3.5299087837579566,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
2760151936.217757,0,1.9132504713574412,0.0,0,0.0,816514048.9122506,0,1.4008364624195986,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,31095833.83110088,0,0.026322542209132813,213956095.97843027,0,0.3319294274974846,129299867.87518936,0,0.05079459877051038,1178198085.1557593,0,0.8554641733949766,0.0,0.0,policy 0
13514765.275486771,0,0.01273219007908337,11198839.794509444,0,0.014269809896156796,252247273.3100416,0,0.5778434751885302,51188351.320681974,0,0.0293330093841982,0.0,0,0.0,0.0,0.0,policy 0
2605519868.8779016,0,1.9036410774349246,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
2443321905.272381,0,1.8952335743631021,0.0,0,0.0,0.0,0,0.0,411273.2405412339,0,0.00018020659535157476,0.0,0,0.0,0.0,0.0,policy 0
2507064755.3673596,0,1.957699066674972,3908797.652261963,0,0.004524066093234063,1426386142.5746293,0,2.8097204233545514,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
3293794857.0796432,0,1.9360849969549296,26899799.820128605,0,0.02180522923341583,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,22251263.740791947,0,0.025842570673557407,1767179298.7118945,0,3.5067690843408155,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
2656451786.753047,0,1.9600335822394461,4074104.1137818564,0,0.004390466133987454,0.0,0,0.0,33455612.106638007,0,0.01730998766367654,0.0,0,0.0,0.0,0.0,policy 0
73441715.15557985,0,0.06662069404086915,75082858.5541725,0,0.08966100967504854,1396408647.4534779,0,2.982779968612608,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
16018928.09541057,0,0.013127694966286367,906478136.2152009,0,0.8657135645702014,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
2768510875.3821936,0,1.9205558751849665,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
2768510875.3821936,0,1.9205558751849665,171093352.97564584,0,0.15973359641683424,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
216745162.98564708,0,0.21013093289612098,0.0,0,0.0,1525555102.601377,0,3.5352511542955685,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,1087602396.932211,0,0.873216630176813,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,28275501.45582571,0,0.026152678610749637,193918376.05278677,0,0.3279571935401712,0.0,0,0.0,78155923.12591411,0,0.06640870212009262,0.0,0.0,policy 0
16636445.7128087,0,0.01365226443431701,23921521.490664814,0,0.02641984851756398,1094584166.8381867,0,2.1075294770798725,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
2842851111.421176,0,1.941244710583044,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
1862071.1689262092,0,0.0013710617997964203,93844912.98336186,0,0.08918862307524038,0.0,0,0.0,0.0,0,0.0,7550374.077473402,0,0.0068469270120248334,0.0,0.0,policy 0
0.0,0,0.0,870139759.437427,0,0.7413113417708199,0.0,0,0.0,39222104.734289914,0,0.015560106058903928,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,84926834.53634754,0,0.09002708704813031,570012146.5319514,0,1.1117548379666116,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
239544064.5422573,0,0.21209251148225622,154559505.6862188,0,0.17742237284603316,0.0,0,0.0,79866438.21159354,0,0.044538132919458406,111603466.3103779,0,0.12311504421907597,0.0,0.0,policy 0
309431848.9410087,0,0.21460302007453214,169109867.76625258,0,0.1522209338320466,1787033833.2166877,0,2.98289030824662,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
31342900.502293453,0,0.02548266384768351,84289528.6392666,0,0.08937257640681985,56641008.96327831,0,0.11382751592411579,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
67113687.67013828,0,0.06679245378496525,19191512.265038855,0,0.026077042896855536,0.0,0,0.0,78699465.12592347,0,0.049698697978145794,0.0,0,0.0,0.0,0.0,policy 0
3005161044.2788954,0,1.9463660242003442,0.0,0,0.0,16251585.56838123,0,0.027200521616257266,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,107217427.43408406,0,0.08946639169202356,1365313837.8700166,0,2.0575181813162664,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
2281052167.845703,0,1.9385441314500587,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
21140645.53721662,0,0.013270154348646946,110518487.94098604,0,0.0898761580859078,9934848.691873733,0,0.015122110024516583,0.0,0,0.0,562684980.7176745,0,0.42667351180058993,0.0,0.0,policy 0
2474628773.8110657,0,1.9259073782472356,0.0,0,0.0,36043167.2434157,0,0.07145139079552588,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
2646051729.194191,0,1.950408442718615,0.0,0,0.0,267287651.8054253,0,0.5072154730837767,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
145970838.82403642,0,0.10786557852277931,974176208.8374825,0,0.860611461002297,0.0,0,0.0,4781713.83617191,0,0.0020744085580111063,0.0,0,0.0,0.0,0.0,policy 0
0.0,0,0.0,162487721.11741546,0,0.15666017747578712,171307256.76184317,0,0.31464894885718253,0.0,0,0.0,307486742.73389393,0,0.28292186256382557,0.0,0.0,policy 0
2685274685.3988485,0,1.9306581676166328,4188502.3875560667,0,0.004432326902915574,162991616.44519496,0,0.31666690451109747,0.0,0,0.0,0.0,0,0.0,0.0,0.0,policy 0
