A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.1_RfR Total Costs,A.1_Expected Evacuation Costs,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.2_RfR Total Costs,A.2_Expected Evacuation Costs,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.3_RfR Total Costs,A.3_Expected Evacuation Costs,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.4_RfR Total Costs,A.4_Expected Evacuation Costs,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,A.5_RfR Total Costs,A.5_Expected Evacuation Costs,policy
2690601222.6649184,0,1.9295704168728194,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,5376284.264896929,0,0.006733596084373596,0,0,241481873.51349854,0,0.5414113715246183,0,0,112075662.13930538,0,0.060539216131772614,0,0,0.0,0,0.0,0,0,policy 0
2132828684.451497,0,1.9297752190589526,0,0,13107460.315137142,0,0.017221295538750785,0,0,6648392.315886548,0,0.016651896125253026,0,0,39759603.73834162,0,0.024863599926096328,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,160120018.31455308,0,0.2008950935975885,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
584741866.0757153,0,0.3942593247226289,0,0,18355257.32773204,0,0.01716124841919703,0,0,0.0,0,0.0,0,0,36272783.33394651,0,0.016369178899751147,0,0,0.0,0,0.0,0,0,policy 0
64434276.94628501,0,0.04543747980108414,0,0,18842676.03451455,0,0.018060275841194164,0,0,2160230478.9541955,0,3.5663973421365482,0,0,1948996.0912473588,0,0.0008798329621515493,0,0,0.0,0,0.0,0,0,policy 0
3040753552.140613,0,1.969392141750438,0,0,0.0,0,0.0,0,0,21863903.5394727,0,0.03882654568021451,0,0,52445564.3666415,0,0.02302704624764965,0,0,859688897.2793958,0,0.6859188796126947,0,0,policy 0
0.0,0,0.0,0,0,90896743.37868801,0,0.08477019865081238,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,1328486091.8272538,0,1.1165508272900033,0,0,policy 0
0.0,0,0.0,0,0,62489244.196790956,0,0.06226521346007881,0,0,763075431.641241,0,1.3916725766738371,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
3461359966.016178,0,1.9457393348515835,0,0,11066141.45022183,0,0.008221569129616808,0,0,0.0,0,0.0,0,0,3401739.8006015024,0,0.0012405611512205945,0,0,0.0,0,0.0,0,0,policy 0
61734992.11340059,0,0.046995230107182304,0,0,973414867.441114,0,0.8780707522541991,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
2517160059.346319,0,1.9616627764822416,0,0,0.0,0,0.0,0,0,305921337.94974977,0,0.6245605681273092,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
24172299.589303948,0,0.017199134443748626,0,0,1724179.4765300406,0,0.0016909439692541508,0,0,81312014.43214574,0,0.14569281305961385,0,0,0.0,0,0.0,0,0,11085225.336407378,0,0.010087183750034263,0,0,policy 0
912410829.2937799,0,0.7937910429727579,0,0,78145210.50800765,0,0.09064316354048574,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
2520793322.96403,0,1.9652202204059233,0,0,0.0,0,0.0,0,0,1665615334.3354847,0,3.1761895995633553,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
5554829.180067289,0,0.004528928118505804,0,0,364858529.91862696,0,0.365252401828458,0,0,1842745616.553701,0,3.4275059769066694,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
670502334.6111909,0,0.5911759497852127,0,0,146968587.8491672,0,0.17177508982562836,0,0,0.0,0,0.0,0,0,66016569.23711837,0,0.03774176602207345,0,0,0.0,0,0.0,0,0,policy 0
1375808273.9361067,0,0.9601667695079528,0,0,0.0,0,0.0,0,0,192858666.49240977,0,0.3435796100933502,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,37282777.226097375,0,0.028827295411540197,0,0,466030561.7483959,0,0.6608945951959719,0,0,168852190.58646572,0,0.0503322741988257,0,0,0.0,0,0.0,0,0,policy 0
7094031.606402511,0,0.00440673858163947,0,0,35387011.34918088,0,0.029170066217339582,0,0,1300108027.049527,0,1.9090211642458934,0,0,0.0,0,0.0,0,0,96528473.1444247,0,0.07230922948542126,0,0,policy 0
172091861.88230968,0,0.15302297198753612,0,0,123260895.09555984,0,0.1427716774556562,0,0,0.0,0,0.0,0,0,140269068.28783762,0,0.07206754324901075,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,66813671.064581946,0,0.06426004679372777,0,0,1483365808.1626027,0,2.547753091034112,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,90207115.87305403,0,0.0999016834910463,0,0,0.0,0,0.0,0,0,39307603.67304976,0,0.021247686916072962,0,0,229004349.33720976,0,0.23942572334048878,0,0,policy 0
2160776641.8866754,0,1.9616627764822416,0,0,0.0,0,0.0,0,0,763996880.0137058,0,1.7583209458418205,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
115934659.40204796,0,0.07411437079590037,0,0,459780840.0862401,0,0.36852319741313944,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,380941804.1335733,0,0.29387829230622275,0,0,policy 0
0.0,0,0.0,0,0,17763770.479317114,0,0.018495736486878484,0,0,76058483.38354671,0,0.1469032678542725,0,0,10689923.223062225,0,0.00595603428589826,0,0,0.0,0,0.0,0,0,policy 0
328787349.11473244,0,0.22997670217227206,0,0,127542244.23851332,0,0.11709552306278781,0,0,1868639500.8606172,0,3.1684838660698986,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
2493314985.845747,0,1.9383085587289282,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,279729880.07876617,0,0.25648225023645965,0,0,2119770687.108495,0,3.572743184763243,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
124277304.95503634,0,0.07135223745303466,0,0,131560239.86115211,0,0.09874233198357342,0,0,370671750.5214845,0,0.527859509998046,0,0,0.0,0,0.0,0,0,194567086.59134078,0,0.13933877737844313,0,0,policy 0
249784786.4082083,0,0.1506906667068339,0,0,842193970.4810402,0,0.6259106202921423,0,0,0.0,0,0.0,0,0,118294006.4394188,0,0.035256856909347885,0,0,0.0,0,0.0,0,0,policy 0
714238275.6027004,0,0.5920905511408285,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,965894359.7077435,0,0.8449681395849618,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
63340357.80929156,0,0.04561830893223017,0,0,30301258.521421608,0,0.02942618351322899,0,0,58286711.024043836,0,0.10711034820830992,0,0,141696318.04451573,0,0.06197007061997169,0,0,872559550.5799785,0,0.7219383921745114,0,0,policy 0
1881819315.5079699,0,1.0788491226693475,0,0,290885038.4445452,0,0.21726572865856772,0,0,2424161791.116771,0,3.436016016546874,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,88815822.16241762,0,0.06268032214172761,0,0,1083795018.5331712,0,1.3968665091798393,0,0,5762280.651713822,0,0.0020246049140542474,0,0,53580701.49218463,0,0.036065969244820126,0,0,policy 0
2787634620.691551,0,1.931364177256234,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,11220648.669540238,0,0.011504870637136342,0,0,199966839.858955,0,0.3719817168000155,0,0,36083242.54501055,0,0.01746884747675101,0,0,2787773.761448344,0,0.002628006576660475,0,0,policy 0
0.0,0,0.0,0,0,1103360832.611105,0,0.886725707349779,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
2653928423.1500444,0,1.9517767006897757,0,0,0.0,0,0.0,0,0,1762634990.5608044,0,3.1746104871261775,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
2908443027.007585,0,1.9107546778027849,0,0,0.0,0,0.0,0,0,1974010450.5335593,0,3.1990028375914266,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
6392816.7800495215,0,0.0045902836682758805,0,0,259991706.4694355,0,0.2337234819893848,0,0,2160724604.7183366,0,3.565399695923447,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
3470672179.763054,0,1.9523304331843887,0,0,0.0,0,0.0,0,0,3164011.958735305,0,0.004542061084541509,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
3293253621.7351575,0,1.9297752190589526,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
75807297.4968771,0,0.07495994532438623,0,0,0.0,0,0.0,0,0,93401192.7307231,0,0.23378580165766163,0,0,55008389.06584047,0,0.03555996046437352,0,0,0.0,0,0.0,0,0,policy 0
61197967.4105134,0,0.04651495646683043,0,0,23124689.218111556,0,0.0236886364084277,0,0,75661012.76479802,0,0.14553202763371517,0,0,45747675.62069953,0,0.022988946929289315,0,0,17934418.663417604,0,0.017124122591371957,0,0,policy 0
2742988838.6043897,0,1.8923937252094982,0,0,0.0,0,0.0,0,0,1880011703.3335595,0,3.209836154980236,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
1996118305.1795669,0,1.9405984146783115,0,0,20179244.861763597,0,0.02841785902829282,0,0,1404201826.6411276,0,3.4492063675115396,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
2000374697.7775965,0,1.407421687514146,0,0,159668359.9404778,0,0.14468966361540808,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
24570127.843331333,0,0.016581327085733386,0,0,93805043.06107073,0,0.08224460282550554,0,0,87575560.58895126,0,0.14588836860922155,0,0,86910620.50368807,0,0.035723742123120086,0,0,0.0,0,0.0,0,0,policy 0
3030662428.705372,0,1.9611870784560383,0,0,134105197.31146686,0,0.11282205123209157,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,613106678.6515274,0,0.633656488108322,0,0,1750312880.4003081,0,3.4324105332452763,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
2376546157.002411,0,1.751436633663064,0,0,1391594.4735006797,0,0.0014194809333139013,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,22491450.8844812,0,0.022219992603235473,0,0,policy 0
0.0,0,0.0,0,0,5375037.06240871,0,0.0067306534588957075,0,0,1693141520.437395,0,3.5807920219001765,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
1370464155.5757976,0,1.0894736001678824,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,66385359.47565409,0,0.0634536881020294,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,111506335.35770756,0,0.10039083483398485,0,0,policy 0
3162974143.499906,0,1.9494651792643816,0,0,1571399.360762863,0,0.0013206170953726061,0,0,0.0,0,0.0,0,0,4008465.609543141,0,0.0016998012668077603,0,0,0.0,0,0.0,0,0,policy 0
2763254742.950818,0,1.7041719287518862,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
3002532447.6395683,0,1.9383085587289282,0,0,5804222.517848948,0,0.005051593781773175,0,0,53112727.28467737,0,0.08940197543051913,0,0,19364342.038693704,0,0.0065174962471691985,0,0,0.0,0,0.0,0,0,policy 0
2484393447.7858596,0,1.9295704168728194,0,0,0.0,0,0.0,0,0,1672671365.867735,0,3.1975349994158897,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
2802391782.6435347,0,1.9442558993692898,0,0,0.0,0,0.0,0,0,47205760.762610584,0,0.08334165361589921,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
2952316392.3462176,0,1.897490146345338,0,0,528388240.9158889,0,0.41508898697840024,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
36565524.00415274,0,0.029554559813811575,0,0,59615191.9303039,0,0.06356127449741986,0,0,19430296.275190312,0,0.039597000196012436,0,0,28744245.589400303,0,0.015355683534346949,0,0,2839762.2340051476,0,0.002909960404652036,0,0,policy 0
3142245743.613387,0,1.93338658132783,0,0,0.0,0,0.0,0,0,12276223.542555414,0,0.019923374041090285,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
1469431034.9553452,0,0.9927839816832402,0,0,40336166.67091646,0,0.03795863441089309,0,0,0.0,0,0.0,0,0,108340281.47319585,0,0.04716897794436904,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,867287009.3756235,0,0.8769676822625389,0,0,58811069.935410164,0,0.11577331122665685,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
274881219.5993022,0,0.23306957398005984,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,137414006.6734925,0,0.06989431814044725,0,0,0.0,0,0.0,0,0,policy 0
2678728422.935468,0,1.9652234202417347,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
3023794459.224382,0,1.914738367801553,0,0,0.0,0,0.0,0,0,107161155.94051664,0,0.16666288075088187,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
2450907100.1822186,0,1.9568637225284715,0,0,9408706.399606833,0,0.011094375567989588,0,0,1193270288.4071445,0,2.445076412295166,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
2370467813.2497463,0,1.745833152418085,0,0,0.0,0,0.0,0,0,1816805484.394514,0,3.3095232290308614,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
21552316.545428388,0,0.017026433620015557,0,0,0.0,0,0.0,0,0,53540296.37802108,0,0.10724025336348564,0,0,127034382.46117112,0,0.060115440587014804,0,0,0.0,0,0.0,0,0,policy 0
23231831.791927878,0,0.01784805327370048,0,0,17727374.962401807,0,0.018423636734402733,0,0,55464426.0343797,0,0.10735798191123419,0,0,46806643.77534716,0,0.02390334782950971,0,0,0.0,0,0.0,0,0,policy 0
1126578029.5067117,0,0.8034045403399288,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
690300091.1776083,0,0.5932147583155425,0,0,52958314.40357895,0,0.05995453211815953,0,0,1689022834.8193498,0,3.564942034044079,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,114984611.49505526,0,0.10173343791514847,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,58028596.29243575,0,0.04887323607908347,0,0,policy 0
1322123975.9680657,0,0.991501279680785,0,0,524556854.79085714,0,0.49960601073977573,0,0,1860004400.5816536,0,3.432500754409112,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
155507696.40244564,0,0.09895393099396302,0,0,1150620328.9339473,0,0.8775715432876117,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
227669347.28372967,0,0.15050311934015698,0,0,6973465.366597716,0,0.006314550613204236,0,0,13348361.97902944,0,0.022791212692502564,0,0,0.0,0,0.0,0,0,539868759.1579921,0,0.4498273100557496,0,0,policy 0
253531277.57031667,0,0.1534050072746405,0,0,0.0,0,0.0,0,0,1738799190.7532563,0,2.5446229816457158,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,348728725.5770985,0,0.37169141780876563,0,0,2493977.0146693904,0,0.005171033470740007,0,0,0.0,0,0.0,0,0,566649950.4591002,0,0.5643314324508105,0,0,policy 0
35483830.8913169,0,0.028401146443108698,0,0,16652582.617091872,0,0.01811302828785144,0,0,52309599.741225004,0,0.10642243511159344,0,0,78099414.37496302,0,0.039218714633640364,0,0,0.0,0,0.0,0,0,policy 0
3125578799.622138,0,1.920461783382827,0,0,1035062839.4647036,0,0.8051315875736413,0,0,1342230832.8504875,0,2.02730069622028,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
3957259106.8047056,0,1.936570020615111,0,0,0.0,0,0.0,0,0,160446449.5643643,0,0.20753585052721527,0,0,21220612.70003116,0,0.006901524161404049,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,267260623.90427557,0,0.22677455491887896,0,0,0.0,0,0.0,0,0,52798772.856395915,0,0.0222902896353381,0,0,532236570.09455717,0,0.43191076060182415,0,0,policy 0
47072811.831895635,0,0.029990900343421015,0,0,575632086.9903774,0,0.4508348391693021,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,983683541.469141,0,0.737760360562853,0,0,policy 0
208183565.42649782,0,0.15258557945671514,0,0,989766908.6135291,0,0.8757190001234387,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
583534754.3165817,0,0.4032189869473909,0,0,0.0,0,0.0,0,0,1855017644.1639555,0,3.1335680791569773,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,6326587.383963121,0,0.006581904950688871,0,0,54983046.83679769,0,0.1056972641476367,0,0,24938488.350741453,0,0.012707296039208026,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,41001355.33447657,0,0.029719037495512496,0,0,107039100.7558647,0,0.1451951337929694,0,0,2506028.8001357256,0,0.001021750315353267,0,0,175832082.37652692,0,0.1200775168018905,0,0,policy 0
200873984.6242051,0,0.14936733502238236,0,0,146160089.6230346,0,0.14187632679045337,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,357205317.99962103,0,0.33451146031035023,0,0,policy 0
492497431.32477367,0,0.40113033765670303,0,0,462697654.6852062,0,0.4801827387360752,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
2288909166.3199444,0,1.9410243244530905,0,0,46437492.62151652,0,0.053435133429994584,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
3101908210.4452467,0,1.9021184853763557,0,0,61245423.548988126,0,0.05025879120045034,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,110771563.76097336,0,0.1227768015607764,0,0,320633214.16483295,0,0.6690514127405748,0,0,77107864.54618637,0,0.04102118958072173,0,0,249843011.89311934,0,0.25649822236712594,0,0,policy 0
2120259821.3630726,0,1.9154392966981644,0,0,0.0,0,0.0,0,0,984370113.0945787,0,2.2124323678285434,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,428613418.8112197,0,0.357090679732448,0,0,0.0,0,0.0,0,0,108894309.87594713,0,0.04045390876555808,0,0,6222845.519096796,0,0.005093018402175094,0,0,policy 0
170404773.56895214,0,0.151225987015642,0,0,0.0,0,0.0,0,0,648938532.2569044,0,1.418410263690381,0,0,93043111.84648958,0,0.047962331586290485,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,97229526.54450016,0,0.09910373487786106,0,0,343989092.86570024,0,0.660127323976561,0,0,38888154.476164125,0,0.01936195153355143,0,0,0.0,0,0.0,0,0,policy 0
3665994989.2796674,0,1.943774284697449,0,0,80810034.42426611,0,0.06082326638984019,0,0,124994390.65811501,0,0.17866249853878846,0,0,68739349.9604694,0,0.025006420726237162,0,0,0.0,0,0.0,0,0,policy 0
204472509.74813187,0,0.15258557945671514,0,0,240734161.05356878,0,0.23091649947063647,0,0,765499487.6056855,0,1.3975711578267107,0,0,0.0,0,0.0,0,0,1012632103.1783041,0,0.8865509698657348,0,0,policy 0
22693453.206947997,0,0.017366568825209316,0,0,10993231.493579566,0,0.011450592613588908,0,0,44523834.93135713,0,0.08633498538816357,0,0,46273810.998774335,0,0.023501942190685278,0,0,0.0,0,0.0,0,0,policy 0
2725131866.4597926,0,1.7405872661228141,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
27053323.55378201,0,0.017537726821144482,0,0,20933439.50584071,0,0.018385113836775633,0,0,54866570.323369026,0,0.08969750480040442,0,0,20237788.58836106,0,0.009462513486631411,0,0,374560500.4419697,0,0.3016600014577324,0,0,policy 0
194103513.26122916,0,0.14944022164271023,0,0,141160218.3016639,0,0.14170010757932655,0,0,523476922.04467964,0,1.0000888955621874,0,0,75872270.11915189,0,0.03659097260889552,0,0,247770729.53823435,0,0.23545019994882896,0,0,policy 0
133290137.78432798,0,0.0983884451997041,0,0,987835879.1691388,0,0.8735041186038535,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,277231111.2667923,0,0.2592866938577285,0,0,0.0,0,0.0,0,0,5490245.039856446,0,0.0026104621651248687,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,75790667.80006033,0,0.06356050812040154,0,0,1154115641.2328837,0,1.7558527562627142,0,0,173273931.42671448,0,0.05908534413244167,0,0,0.0,0,0.0,0,0,policy 0
2699830957.1735063,0,1.937917561075463,0,0,1415589.6183257108,0,0.0014140381861585329,0,0,0.0,0,0.0,0,0,6011198.14100734,0,0.003003826687222392,0,0,198479548.09218216,0,0.18204671849937987,0,0,policy 0
40062012.6110342,0,0.030107461907829574,0,0,86061108.50969204,0,0.08456272665135806,0,0,163000485.7886437,0,0.30026952269718443,0,0,91636335.3607058,0,0.04315608870180806,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,23353613.952743888,0,0.028947127266842537,0,0,27248498.400345378,0,0.06417634733952857,0,0,1381474.2860130125,0,0.0009465577703705974,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,84157351.4102394,0,0.08383046361374208,0,0,1773875810.160151,0,3.1636248469486103,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
2436285554.184399,0,1.942183898385475,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,20078972.503060367,0,0.010718017783749431,0,0,0.0,0,0.0,0,0,policy 0
0.0,0,0.0,0,0,456845076.7191838,0,0.365252401828458,0,0,595393754.1585205,0,0.9115776193272854,0,0,0.0,0,0.0,0,0,860928003.6745008,0,0.6433514105128766,0,0,policy 0
0.0,0,0.0,0,0,198754478.03223938,0,0.17997360509660804,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
2819044537.788789,0,1.958802313927185,0,0,619671147.1427878,0,0.5425263161958833,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
129531534.33127727,0,0.09715196364602624,0,0,62521391.36177055,0,0.062328897200117986,0,0,0.0,0,0.0,0,0,68832708.56603497,0,0.03323069016577876,0,0,93347314.87398815,0,0.08743432924485756,0,0,policy 0
3689878493.8867884,0,1.959718950833954,0,0,1154992815.7906773,0,0.7567652966277261,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
448565748.7246041,0,0.2786040160613149,0,0,1144834542.294905,0,0.8701625627593663,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,policy 0
2715765495.33445,0,1.9523304331843887,0,0,0.0,0,0.0,0,0,376263465.9163149,0,0.7024978668267641,0,0,39764922.81710191,0,0.01512966720816682,0,0,0.0,0,0.0,0,0,policy 0
28057476.14927128,0,0.01739898686583106,0,0,477174429.71102,0,0.3654053486340732,0,0,0.0,0,0.0,0,0,67753789.64023644,0,0.024962525018458574,0,0,0.0,0,0.0,0,0,policy 0
924227419.2192316,0,0.8064721177614538,0,0,62305515.10183525,0,0.07153156292618146,0,0,0.0,0,0.0,0,0,70856180.80308539,0,0.03832241350916253,0,0,0.0,0,0.0,0,0,policy 0
1050532053.5674572,0,0.5762493534068488,0,0,36464514.7206907,0,0.027588413024946013,0,0,0.0,0,0.0,0,0,2110029.5170622463,0,0.0008297083763886596,0,0,0.0,0,0.0,0,0,policy 0
